Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,City,Device,Keyword,Country
CAD1018,Advance Excel,394,5376,208.32,35,6,0.171,774,07-11-2024,Bangalore,Tablet,advance excel online course,India
CAD1019,Advance Excel,74,5021,176.55,15,11,0.733,2365,06-02-2024,Sydney,Desktop,advance excel online course,Australia
CAD1020,Advance Excel,135,6653,153.76,17,8,0.471,2176,19-08-2024,Pune,Desktop,advance excel online course,India
CAD1021,Advance Excel,211,9969,438.65,28,8,0.286,3016,26-05-2024,London,Desktop,advance excel online course,UK
CAD1022,Advance Excel,71,4849,145.69,50,36,0.72,4212,24-10-2024,Edinburgh,Tablet,advance excel online course,UK
CAD1023,Advance Excel,134,7793,131.26,42,14,0.333,5278,04-05-2024,Abu Dhabi,Desktop,advance excel online course,UAE
CAD1024,Advance Excel,474,5083,374.66,45,28,0.622,8176,06-11-2024,Chennai,Mobile,advance excel online course,India
CAD1025,Advance Excel,141,2306,246,33,19,0.576,8094,06-04-2024,Ottawa,Mobile,advance excel online course,Canada
CAD1026,Advance Excel,294,3377,493.07,37,6,0.162,2862,28-10-2024,Melbourne,Tablet,advance excel online course,Australia
CAD1027,Advance Excel,304,1672,391.4,16,8,0.5,2592,04-02-2024,Melbourne,Desktop,advance excel online course,Australia
CAD1028,Advance Excel,114,1142,321.83,26,13,0.5,2470,05-03-2024,Perth,Mobile,advance excel online course,Australia
CAD1029,Advance Excel,390,3076,358.91,19,6,0.316,2172,18-01-2024,Abu Dhabi,Desktop,advance excel online course,UAE
CAD1030,Advance Excel,397,4276,267.31,29,13,0.448,2197,06-06-2024,Edinburgh,Desktop,advance excel online course,UK
CAD1031,Advance Excel,239,4581,120.09,7,3,0.429,1188,28-06-2024,Boston,Mobile,advance excel online course,USA
CAD1032,Advance Excel,251,1919,138.79,24,14,0.583,2814,19-02-2024,Boston,Tablet,advance excel online course,USA
CAD1033,Advance Excel,97,5190,241.04,40,29,0.725,6525,13-09-2024,Adelaide,Tablet,advance excel online course,Australia
CAD1034,Advance Excel,65,5338,166.4,35,32,0.914,8672,07-06-2024,Chicago,Tablet,advance excel online course,USA
CAD1035,Advance Excel,341,1336,286.85,20,15,0.75,5025,04-12-2024,Mumbai,Tablet,advance excel online course,India
CAD1036,Advance Excel,265,2073,364.32,27,23,0.852,10534,28-10-2024,Montreal,Tablet,advance excel online course,Canada
CAD1037,Advance Excel,391,8421,401.01,5,1,0.2,401,17-11-2024,Edinburgh,Mobile,advance excel online course,UK
CAD1038,Advance Excel,341,7029,101.94,17,8,0.471,800,06-11-2024,Sharjah,Desktop,advance excel online course,UAE
CAD1039,Advance Excel,352,5040,388.22,15,6,0.4,996,22-07-2024,Bangalore,Desktop,advance excel online course,India
CAD1040,Advance Excel,470,2303,243,49,13,0.265,5941,26-10-2024,Los Angeles,Desktop,advance excel online course,USA
CAD1041,Advance Excel,371,8255,335.95,16,16,1,7952,05-03-2024,Bangalore,Desktop,advance excel online course,India
CAD1042,Advance Excel,111,8002,193.38,10,6,0.6,2484,10-05-2024,Adelaide,Desktop,advance excel online course,Australia
CAD1043,Advance Excel,232,8526,249.06,10,1,0.1,237,18-02-2024,Sydney,Desktop,advance excel online course,Australia
CAD1044,Advance Excel,223,6129,344.57,35,10,0.286,1320,17-03-2024,Leeds,Desktop,advance excel online course,UK
CAD1045,Advance Excel,362,7058,157.7,11,11,1,2387,14-09-2024,San Francisco,Tablet,advance excel online course,USA
CAD1046,Advance Excel,368,3243,166.44,29,19,0.655,3838,16-01-2024,Pune,Mobile,advance excel online course,India
CAD1047,Advance Excel,163,1460,190.85,41,14,0.341,2002,09-10-2024,Dubai,Desktop,advance excel online course,UAE
CAD1048,Advance Excel,215,4615,155.72,44,38,0.864,5738,12-07-2024,Abu Dhabi,Tablet,advance excel online course,UAE
CAD1049,Advance Excel,144,3230,295.45,32,6,0.188,1746,08-07-2024,New York,Desktop,advance excel online course,USA
CAD1050,Advance Excel,445,7023,461.78,35,8,0.229,2768,05-12-2024,Sharjah,Tablet,advance excel online course,UAE
CAD1051,Advance Excel,145,8202,269.1,28,6,0.214,2616,18-04-2024,Sydney,Mobile,advance excel online course,Australia
CAD1052,Advance Excel,182,4796,494.53,36,28,0.778,3192,21-03-2024,Edinburgh,Desktop,advance excel online course,UK
CAD1053,Advance Excel,152,3571,182.29,24,12,0.5,1368,11-03-2024,Toronto,Mobile,advance excel online course,Canada
CAD1054,Advance Excel,356,7659,111.28,29,2,0.069,630,11-02-2024,Ottawa,Desktop,advance excel online course,Canada
CAD1055,Advance Excel,100,3721,319.95,44,31,0.705,14291,23-01-2024,Vancouver,Mobile,advance excel online course,Canada
CAD1056,Advance Excel,487,5312,155.49,9,1,0.111,432,27-01-2024,London,Tablet,advance excel online course,UK
CAD1057,Advance Excel,463,4505,473.82,34,26,0.765,4056,15-01-2024,Boston,Mobile,advance excel online course,USA
CAD1058,Advance Excel,132,2637,477.25,10,6,0.6,2892,14-11-2024,Melbourne,Desktop,advance excel online course,Australia
CAD1059,Advance Excel,360,4120,232.04,5,5,1,2480,16-06-2024,Manchester,Desktop,advance excel online course,UK
CAD1060,Advance Excel,93,4653,336.92,7,2,0.286,602,24-06-2024,Abu Dhabi,Desktop,advance excel online course,UAE
CAD1061,Advance Excel,455,4074,486.27,6,3,0.5,444,15-12-2024,Chennai,Tablet,advance excel online course,India
CAD1062,Advance Excel,128,3532,351.55,9,6,0.667,942,25-10-2024,Los Angeles,Tablet,advance excel online course,USA
CAD1063,Advance Excel,64,1863,427.42,10,10,1,1870,11-06-2024,Leeds,Tablet,advance excel online course,UK
CAD1064,Advance Excel,427,6085,470.72,47,26,0.553,4160,04-04-2024,Boston,Tablet,advance excel online course,USA
CAD1065,Advance Excel,464,8428,180.77,18,2,0.111,968,17-08-2024,Brisbane,Mobile,advance excel online course,Australia
CAD1066,Advance Excel,195,6523,192.45,9,7,0.778,1561,26-03-2024,Edinburgh,Tablet,advance excel online course,UK
CAD1067,Advance Excel,423,6870,467.76,32,15,0.469,2295,16-11-2024,Vancouver,Desktop,advance excel online course,Canada
CAD1068,Advance Excel,130,6656,409.82,10,6,0.6,1572,08-12-2024,Chicago,Tablet,advance excel online course,USA
CAD1069,Advance Excel,207,4584,294.21,8,6,0.75,1632,16-01-2024,Montreal,Tablet,advance excel online course,Canada
CAD1070,Advance Excel,74,9183,402.65,9,1,0.111,456,28-03-2024,Leeds,Mobile,advance excel online course,UK
CAD1071,Advance Excel,359,2473,309.43,38,14,0.368,5012,19-11-2024,Sydney,Desktop,advance excel online course,Australia
CAD1072,Advance Excel,459,3714,235.62,42,35,0.833,4130,27-03-2024,Melbourne,Tablet,advance excel online course,Australia
CAD1073,Advance Excel,453,1702,119.53,10,10,1,2320,17-06-2024,Bangalore,Desktop,advance excel online course,India
CAD1074,Advance Excel,308,5009,322.52,12,12,1,3924,10-11-2024,Abu Dhabi,Mobile,advance excel online course,UAE
CAD1075,Advance Excel,393,4901,319.81,20,7,0.35,1890,17-04-2024,San Francisco,Mobile,advance excel online course,USA
CAD1076,Advance Excel,443,8833,421.46,8,4,0.5,632,27-03-2024,Perth,Tablet,advance excel online course,Australia
CAD1077,Advance Excel,217,4005,117.5,49,22,0.449,9702,25-11-2024,Calgary,Desktop,advance excel online course,Canada
CAD1078,Advance Excel,343,3758,289.97,41,4,0.098,1332,17-10-2024,San Francisco,Mobile,advance excel online course,USA
CAD1079,Advance Excel,363,9382,303.33,7,5,0.714,1765,23-09-2024,Sharjah,Mobile,advance excel online course,UAE
CAD1080,Advance Excel,236,6478,453.5,29,12,0.414,4296,25-11-2024,Sharjah,Desktop,advance excel online course,UAE
CAD1081,Advance Excel,462,4114,190.74,48,25,0.521,9950,09-05-2024,Boston,Tablet,advance excel online course,USA
CAD1082,Advance Excel,146,9450,482.87,15,15,1,6870,17-06-2024,Chicago,Mobile,advance excel online course,USA
CAD1083,Advance Excel,107,7266,425.99,28,23,0.821,6808,11-02-2024,Chicago,Mobile,advance excel online course,USA
CAD1084,Advance Excel,211,5905,305.73,14,7,0.5,2849,26-09-2024,London,Tablet,advance excel online course,UK
CAD1085,Advance Excel,260,5200,343.14,48,37,0.771,17427,06-05-2024,Brisbane,Mobile,advance excel online course,Australia
CAD1086,Advance Excel,169,9924,325.71,25,13,0.52,5369,08-04-2024,London,Mobile,advance excel online course,UK
CAD1087,Advance Excel,82,3543,145.84,31,19,0.613,3078,03-04-2024,Chicago,Desktop,advance excel online course,USA
CAD1088,Advance Excel,438,9575,403.26,12,8,0.667,1624,09-02-2024,New York,Mobile,advance excel online course,USA
CAD1089,Advance Excel,417,7843,360.17,13,13,1,6344,23-10-2024,Los Angeles,Mobile,advance excel online course,USA
CAD1090,Advance Excel,234,8901,207.85,47,13,0.277,2938,20-10-2024,Mumbai,Tablet,advance excel online course,India
CAD1091,Advance Excel,311,6719,277.7,29,8,0.276,1328,19-08-2024,Hyderabad,Tablet,advance excel online course,India
CAD1092,Advance Excel,366,2726,452.71,6,2,0.333,214,06-10-2024,Montreal,Desktop,advance excel online course,Canada
CAD1093,Advance Excel,351,9219,357.96,18,14,0.778,6888,27-10-2024,Sydney,Mobile,advance excel online course,Australia
CAD1094,Advance Excel,108,9083,219.07,44,16,0.364,4384,14-11-2024,Birmingham,Tablet,advance excel online course,UK
CAD1095,Advance Excel,378,1067,127.64,41,32,0.78,3840,20-06-2024,Bangalore,Mobile,advance excel online course,India
CAD1096,Advance Excel,105,8943,293.28,11,6,0.545,624,17-10-2024,Mumbai,Desktop,advance excel online course,India
CAD1097,Advance Excel,136,3371,491.64,44,41,0.932,12792,06-03-2024,Dubai,Desktop,advance excel online course,UAE
CAD1098,Advance Excel,83,3014,494.82,11,5,0.455,1910,22-06-2024,New York,Tablet,advance excel online course,USA
CAD1099,Advance Excel,451,5399,113.27,50,12,0.24,4440,07-10-2024,Abu Dhabi,Desktop,advance excel online course,UAE
CAD1100,Advance Excel,155,5969,308.09,33,26,0.788,8060,18-06-2024,Brisbane,Mobile,advance excel online course,Australia
CAD1101,Advance Excel,497,4390,312.81,39,28,0.718,9128,01-07-2024,Pune,Desktop,advance excel online course,India
CAD1102,Advance Excel,457,1000,378.65,19,9,0.474,2088,22-08-2024,Dubai,Desktop,advance excel online course,UAE
CAD1103,Advance Excel,490,4221,388.14,36,11,0.306,5258,22-04-2024,New York,Tablet,advance excel online course,USA
CAD1104,Advance Excel,111,8071,313.21,33,27,0.818,8478,13-05-2024,Abu Dhabi,Desktop,advance excel online course,UAE
CAD1105,Advance Excel,379,8464,343.6,25,5,0.2,500,14-10-2024,Perth,Mobile,advance excel online course,Australia
CAD1106,Advance Excel,482,1772,152.67,12,12,1,5580,25-11-2024,Delhi,Mobile,advance excel online course,India
CAD1107,Advance Excel,286,6702,491.83,36,17,0.472,2006,10-02-2024,Melbourne,Tablet,advance excel online course,Australia
CAD1108,Advance Excel,141,2025,247.81,11,9,0.818,2790,10-04-2024,Ottawa,Desktop,advance excel online course,Canada
CAD1109,Advance Excel,172,6426,102.25,45,35,0.778,4165,19-03-2024,Mumbai,Desktop,advance excel online course,India
CAD1110,Advance Excel,396,2900,114.41,8,2,0.25,656,10-07-2024,Calgary,Tablet,advance excel online course,Canada
CAD1111,Advance Excel,263,8704,291.69,30,28,0.933,9212,16-10-2024,Sharjah,Tablet,advance excel online course,UAE
CAD1112,Advance Excel,485,1091,346.61,27,9,0.333,2691,04-05-2024,Sharjah,Mobile,advance excel online course,UAE
CAD1113,Advance Excel,367,3440,191.36,11,4,0.364,844,21-03-2024,Perth,Desktop,advance excel online course,Australia
CAD1114,Advance Excel,480,3845,307.13,47,17,0.362,4794,07-09-2024,Los Angeles,Desktop,advance excel online course,USA
CAD1115,Advance Excel,255,3484,293.79,14,1,0.071,451,20-08-2024,Los Angeles,Tablet,advance excel online course,USA
CAD1116,Advance Excel,154,8211,311.84,44,38,0.864,3914,15-03-2024,New York,Mobile,advance excel online course,USA
CAD1117,Advance Excel,400,9669,182.93,21,13,0.619,1508,23-03-2024,Edinburgh,Desktop,advance excel online course,UK
CAD1118,Advance Excel,54,4449,151.72,34,25,0.735,6875,04-12-2024,Manchester,Mobile,advance excel online course,UK
CAD1119,Advance Excel,74,3220,460.34,29,15,0.517,7290,26-11-2024,Birmingham,Tablet,advance excel online course,UK
CAD1120,Advance Excel,332,4902,318.79,6,4,0.667,1244,05-10-2024,Mumbai,Desktop,advance excel online course,India
CAD1121,Advance Excel,389,7194,155.24,9,6,0.667,1020,24-06-2024,Sharjah,Desktop,advance excel online course,UAE
CAD1122,Advance Excel,389,6857,375.23,32,27,0.844,5643,17-11-2024,Chennai,Desktop,advance excel online course,India
CAD1123,Advance Excel,283,7072,102.01,10,8,0.8,3048,28-06-2024,Dubai,Mobile,advance excel online course,UAE
CAD1124,Advance Excel,213,8702,436.61,21,19,0.905,7334,27-03-2024,Vancouver,Desktop,advance excel online course,Canada
CAD1125,Advance Excel,395,3987,299.49,41,5,0.122,645,01-09-2024,Perth,Desktop,advance excel online course,Australia
CAD1126,Advance Excel,461,8361,274.07,34,1,0.029,266,15-02-2024,Brisbane,Desktop,advance excel online course,Australia
CAD1127,Advance Excel,427,1260,473.21,49,7,0.143,2744,06-11-2024,Boston,Tablet,advance excel online course,USA
CAD1128,Advance Excel,336,6918,255.39,28,8,0.286,936,13-02-2024,Adelaide,Desktop,advance excel online course,Australia
CAD1129,Advance Excel,409,1603,222.32,8,7,0.875,2044,14-08-2024,Calgary,Desktop,advance excel online course,Canada
CAD1130,Advance Excel,281,1810,329.37,46,34,0.739,11458,09-02-2024,Birmingham,Mobile,advance excel online course,UK
CAD1131,Advance Excel,302,9509,358,41,38,0.927,12730,26-07-2024,Sydney,Mobile,advance excel online course,Australia
CAD1132,Advance Excel,165,9478,305.63,45,22,0.489,9262,23-12-2024,Perth,Desktop,advance excel online course,Australia
CAD1133,Advance Excel,469,7422,485.36,16,7,0.438,2415,25-08-2024,London,Tablet,advance excel online course,UK
CAD1134,Advance Excel,233,5547,358.7,39,13,0.333,4329,09-06-2024,Sharjah,Tablet,advance excel online course,UAE
CAD1135,Advance Excel,269,9654,190.91,15,9,0.6,1143,09-01-2024,Sharjah,Desktop,advance excel online course,UAE
CAD1136,Advance Excel,67,4811,371.36,29,12,0.414,5820,07-10-2024,Abu Dhabi,Mobile,advance excel online course,UAE
CAD1137,Advance Excel,490,8112,411.51,9,5,0.556,540,23-06-2024,Adelaide,Tablet,advance excel online course,Australia
CAD1138,Advance Excel,433,3111,172.42,27,26,0.963,12948,28-10-2024,Toronto,Mobile,advance excel online course,Canada
CAD1139,Advance Excel,263,4287,165.68,18,9,0.5,1044,13-07-2024,New York,Tablet,advance excel online course,USA
CAD1140,Advance Excel,337,3929,400.43,35,28,0.8,12152,04-06-2024,Birmingham,Desktop,advance excel online course,UK
CAD1141,Advance Excel,313,9407,485.07,33,11,0.333,4708,04-11-2024,Chicago,Tablet,advance excel online course,USA
CAD1142,Advance Excel,135,1970,474.5,7,1,0.143,358,18-03-2024,Montreal,Mobile,advance excel online course,Canada
CAD1143,Advance Excel,450,4762,418.46,35,23,0.657,2415,20-12-2024,Los Angeles,Tablet,advance excel online course,USA
CAD1144,Advance Excel,153,2671,348.96,41,11,0.268,4994,18-03-2024,Pune,Tablet,advance excel online course,India
CAD1145,Advance Excel,443,1087,225.96,26,13,0.5,6058,02-03-2024,Adelaide,Tablet,advance excel online course,Australia
CAD1146,Advance Excel,231,4317,457.74,49,13,0.265,3250,09-12-2024,Los Angeles,Desktop,advance excel online course,USA
CAD1147,Advance Excel,56,5480,245.08,10,2,0.2,998,19-11-2024,Abu Dhabi,Desktop,advance excel online course,UAE
CAD1148,Advance Excel,268,2144,383.19,49,22,0.449,10252,21-09-2024,Delhi,Mobile,advance excel online course,India
CAD1149,Advance Excel,141,1139,487.47,8,4,0.5,892,27-03-2024,New York,Desktop,advance excel online course,USA
CAD1150,Advance Excel,237,3350,307.49,20,13,0.65,3887,04-08-2024,Edinburgh,Desktop,advance excel online course,UK
CAD1151,Advance Excel,122,7904,382.67,38,29,0.763,11600,26-01-2024,Melbourne,Tablet,advance excel online course,Australia
CAD1152,Advance Excel,133,3378,292.27,36,1,0.028,126,16-02-2024,Edinburgh,Desktop,advance excel online course,UK
CAD1153,Advance Excel,87,1676,355.05,25,22,0.88,3894,01-06-2024,Brisbane,Mobile,advance excel online course,Australia
CAD1154,Advance Excel,106,6267,423.14,50,22,0.44,9152,01-08-2024,Calgary,Desktop,advance excel online course,Canada
CAD1155,Advance Excel,174,9495,154.06,44,39,0.886,12714,11-07-2024,Adelaide,Desktop,advance excel online course,Australia
CAD1156,Advance Excel,161,4529,373.01,15,12,0.8,5100,21-05-2024,Vancouver,Mobile,advance excel online course,Canada
CAD1157,Advance Excel,269,5490,304.03,8,5,0.625,1145,03-09-2024,Abu Dhabi,Desktop,advance excel online course,UAE
CAD1158,Advance Excel,371,3597,497.29,37,32,0.865,8352,15-07-2024,Sharjah,Desktop,advance excel online course,UAE
CAD1159,Advance Excel,195,6587,474.72,11,5,0.455,1325,06-07-2024,Brisbane,Tablet,advance excel online course,Australia
CAD1160,Advance Excel,394,1154,134.32,29,8,0.276,2208,08-05-2024,Boston,Desktop,advance excel online course,USA
CAD1161,Advance Excel,474,5966,342.03,11,4,0.364,900,26-03-2024,Melbourne,Mobile,advance excel online course,Australia
CAD1162,Advance Excel,129,2587,206.95,28,1,0.036,337,27-06-2024,Delhi,Desktop,advance excel online course,India
CAD1163,Advance Excel,257,1612,145.15,23,10,0.435,4160,27-07-2024,Ottawa,Tablet,advance excel online course,Canada
CAD1164,Advance Excel,112,3920,415.66,7,7,1,1680,11-07-2024,Los Angeles,Mobile,advance excel online course,USA
CAD1165,Advance Excel,278,3788,451.16,29,17,0.586,5576,15-11-2024,New York,Mobile,advance excel online course,USA
CAD1166,Advance Excel,72,5774,492.52,35,6,0.171,1980,27-11-2024,Hyderabad,Tablet,advance excel online course,India
CAD1167,Advance Excel,70,7087,371.32,6,6,1,1158,21-05-2024,Delhi,Tablet,advance excel online course,India
CAD1168,Advance Excel,113,4584,374.34,5,2,0.4,322,12-06-2024,Boston,Mobile,advance excel online course,USA
CAD1169,Advance Excel,88,4443,136.83,19,10,0.526,1780,16-05-2024,Chicago,Mobile,advance excel online course,USA
CAD1170,Advance Excel,100,7071,368.24,33,30,0.909,10710,11-04-2024,Montreal,Desktop,advance excel online course,Canada
CAD1171,Advance Excel,79,1574,305.77,28,15,0.536,4080,09-04-2024,London,Mobile,advance excel online course,UK
CAD1172,Advance Excel,386,8063,156.09,17,9,0.529,2673,08-09-2024,Leeds,Mobile,advance excel online course,UK
CAD1173,Advance Excel,86,8605,347.34,8,8,1,1600,06-07-2024,Chicago,Mobile,advance excel online course,USA
CAD1174,Advance Excel,287,6929,306.1,38,3,0.079,1410,04-10-2024,Boston,Mobile,advance excel online course,USA
CAD1175,Advance Excel,456,5951,384.06,50,20,0.4,3520,10-11-2024,Perth,Desktop,advance excel online course,Australia
CAD1176,Advance Excel,247,8975,396.7,16,12,0.75,3672,28-02-2024,Dubai,Tablet,advance excel online course,UAE
CAD1177,Advance Excel,439,8004,127.58,41,32,0.78,15936,12-11-2024,Chicago,Mobile,advance excel online course,USA
CAD1178,Advance Excel,262,7613,424.88,37,33,0.892,15378,05-07-2024,Hyderabad,Tablet,advance excel online course,India
CAD1179,Advance Excel,234,4934,193.38,46,11,0.239,1903,07-12-2024,London,Desktop,advance excel online course,UK
CAD1180,Advance Excel,134,9464,230.9,39,33,0.846,5280,06-08-2024,London,Desktop,advance excel online course,UK
CAD1181,Advance Excel,338,9309,220.19,13,2,0.154,442,12-01-2024,Perth,Mobile,advance excel online course,Australia
CAD1182,Advance Excel,212,8421,203.56,13,9,0.692,4410,12-12-2024,Adelaide,Mobile,advance excel online course,Australia
CAD1183,Advance Excel,167,7341,497.17,8,3,0.375,1260,04-05-2024,Sydney,Tablet,advance excel online course,Australia
CAD1184,Advance Excel,112,4767,449.1,42,26,0.619,11882,25-09-2024,Calgary,Mobile,advance excel online course,Canada
CAD1185,Advance Excel,411,7531,168.18,28,24,0.857,10992,05-04-2024,Melbourne,Tablet,advance excel online course,Australia
CAD1186,Advance Excel,103,2232,345.03,35,28,0.8,10584,27-09-2024,Sharjah,Mobile,advance excel online course,UAE
CAD1187,Advance Excel,374,7407,249.82,44,2,0.045,742,14-06-2024,Delhi,Desktop,advance excel online course,India
CAD1188,Advance Excel,190,1422,344.64,31,8,0.258,2056,08-07-2024,Bangalore,Desktop,advance excel online course,India
CAD1189,Advance Excel,68,6646,442.84,22,21,0.955,6006,06-02-2024,Calgary,Desktop,advance excel online course,Canada
CAD1190,Advance Excel,479,4719,327.02,32,3,0.094,435,21-10-2024,San Francisco,Desktop,advance excel online course,USA
CAD1191,Advance Excel,271,5156,350.25,25,20,0.8,6940,05-09-2024,Abu Dhabi,Mobile,advance excel online course,UAE
CAD1192,Advance Excel,476,6034,207.89,45,1,0.022,112,01-03-2024,Perth,Mobile,advance excel online course,Australia
CAD1193,Advance Excel,84,2304,400.98,21,18,0.857,5346,16-10-2024,Abu Dhabi,Tablet,advance excel online course,UAE
CAD1194,Advance Excel,299,5483,181.07,11,2,0.182,420,13-06-2024,Chennai,Desktop,advance excel online course,India
CAD1195,Advance Excel,78,5742,253.67,50,34,0.68,9758,12-10-2024,Edinburgh,Desktop,advance excel online course,UK
CAD1196,Advance Excel,261,9115,430.65,10,5,0.5,2200,08-03-2024,Chicago,Mobile,advance excel online course,USA
CAD1197,Advance Excel,472,7357,493.56,36,1,0.028,403,20-05-2024,Los Angeles,Desktop,advance excel online course,USA
CAD1198,Advance Excel,350,9878,315.63,11,8,0.727,1144,14-04-2024,Bangalore,Tablet,advance excel online course,India
CAD1199,Advance Excel,477,3442,399.61,12,2,0.167,492,03-11-2024,Boston,Tablet,advance excel online course,USA
CAD1200,Advance Excel,248,3549,109.1,11,1,0.091,281,01-04-2024,Leeds,Mobile,advance excel online course,UK
CAD1201,Advance Excel,455,3692,375.64,30,3,0.1,990,01-11-2024,Dubai,Desktop,advance excel online course,UAE
CAD1202,Advance Excel,252,3523,306.59,17,11,0.647,2717,24-04-2024,Melbourne,Desktop,advance excel online course,Australia
CAD1203,Advance Excel,436,1247,238.13,5,2,0.4,412,24-06-2024,Mumbai,Tablet,advance excel online course,India
CAD1204,Advance Excel,344,1632,344.76,15,1,0.067,232,05-08-2024,Montreal,Desktop,advance excel online course,Canada
CAD1205,Advance Excel,354,5244,485.41,32,9,0.281,2484,12-09-2024,Delhi,Mobile,advance excel online course,India
CAD1206,Advance Excel,214,2142,367.8,41,31,0.756,10292,24-01-2024,Brisbane,Tablet,advance excel online course,Australia
CAD1207,Advance Excel,337,6989,367.18,7,3,0.429,555,05-04-2024,Ottawa,Mobile,advance excel online course,Canada
CAD1208,Advance Excel,315,2240,363.36,47,42,0.894,16590,08-11-2024,Leeds,Mobile,advance excel online course,UK
CAD1209,Advance Excel,433,4616,375.32,9,6,0.667,2466,20-02-2024,Delhi,Desktop,advance excel online course,India
CAD1210,Advance Excel,357,6023,125.19,45,37,0.822,18241,19-03-2024,Abu Dhabi,Mobile,advance excel online course,UAE
CAD1211,Advance Excel,220,1036,140.94,29,22,0.759,7304,06-04-2024,Mumbai,Tablet,advance excel online course,India
CAD1212,Advance Excel,259,4701,202.21,15,6,0.4,1428,27-02-2024,Ottawa,Mobile,advance excel online course,Canada
CAD1213,Advance Excel,425,4518,281.22,47,42,0.894,19404,06-04-2024,Birmingham,Mobile,advance excel online course,UK
CAD1214,Advance Excel,259,4570,273.32,11,4,0.364,1972,28-04-2024,Leeds,Tablet,advance excel online course,UK
CAD1215,Advance Excel,109,8089,409.75,28,14,0.5,3332,02-08-2024,Chicago,Desktop,advance excel online course,USA
CAD1216,Advance Excel,440,7735,432.76,34,9,0.265,3897,08-04-2024,Chennai,Mobile,advance excel online course,India
CAD1217,Advance Excel,318,5666,102.25,22,3,0.136,429,01-02-2024,Birmingham,Mobile,advance excel online course,UK
CAD1218,Advance Excel,220,8668,230.32,5,4,0.8,980,14-06-2024,Manchester,Mobile,advance excel online course,UK
CAD1219,Advance Excel,452,4813,173.79,42,33,0.786,9900,01-05-2024,Bangalore,Mobile,advance excel online course,India
CAD1220,Advance Excel,390,5197,100.65,50,1,0.02,281,18-04-2024,Abu Dhabi,Desktop,advance excel online course,UAE
CAD1221,Advance Excel,201,7819,377.41,38,14,0.368,3570,17-10-2024,Bangalore,Tablet,advance excel online course,India
CAD1222,Advance Excel,208,4041,134.88,33,17,0.515,7055,21-10-2024,Los Angeles,Desktop,advance excel online course,USA
CAD1223,Advance Excel,288,7811,363.72,37,25,0.676,6300,03-03-2024,Pune,Mobile,advance excel online course,India
CAD1224,Advance Excel,483,3759,319.5,8,8,1,2040,28-10-2024,Perth,Mobile,advance excel online course,Australia
CAD1225,Advance Excel,193,2276,349.25,5,2,0.4,864,03-08-2024,Abu Dhabi,Tablet,advance excel online course,UAE
CAD1226,Advance Excel,302,8734,432.84,14,14,1,3822,23-09-2024,Manchester,Tablet,advance excel online course,UK
CAD1227,Advance Excel,332,7667,164.62,11,6,0.545,1248,10-06-2024,Perth,Tablet,advance excel online course,Australia
CAD1228,Advance Excel,398,6161,244.1,45,33,0.733,3828,05-09-2024,Leeds,Tablet,advance excel online course,UK
CAD1229,Advance Excel,441,2840,454.85,33,3,0.091,1191,07-08-2024,Manchester,Mobile,advance excel online course,UK
CAD1230,Advance Excel,184,4341,153.88,13,11,0.846,1474,21-12-2024,Brisbane,Mobile,advance excel online course,Australia
CAD1231,Advance Excel,454,5654,269.3,5,5,1,1795,18-03-2024,Chennai,Desktop,advance excel online course,India
CAD1232,Advance Excel,186,5968,214.9,38,22,0.579,9988,05-11-2024,Boston,Desktop,advance excel online course,USA
CAD1233,Advance Excel,306,5628,123.59,36,2,0.056,914,06-09-2024,Calgary,Tablet,advance excel online course,Canada
CAD1234,Advance Excel,147,6985,168.56,43,12,0.279,4296,26-03-2024,Sharjah,Tablet,advance excel online course,UAE
CAD1235,Advance Excel,396,3629,185.52,33,23,0.697,3036,16-10-2024,Manchester,Tablet,advance excel online course,UK
CAD1236,Advance Excel,349,7395,243.74,48,10,0.208,3450,07-03-2024,Los Angeles,Desktop,advance excel online course,USA
CAD1237,Advance Excel,404,8346,371.11,20,16,0.8,4688,05-10-2024,Chennai,Tablet,advance excel online course,India
CAD1238,Advance Excel,383,9456,188.31,24,8,0.333,1136,07-09-2024,Sharjah,Tablet,advance excel online course,UAE
CAD1239,Advance Excel,167,6933,493.79,29,16,0.552,7872,01-09-2024,Toronto,Desktop,advance excel online course,Canada
CAD1240,Advance Excel,100,2681,220.83,24,1,0.042,237,16-12-2024,New York,Mobile,advance excel online course,USA
CAD1241,Advance Excel,258,4437,109.79,32,31,0.969,3875,14-08-2024,Delhi,Tablet,advance excel online course,India
CAD1242,Advance Excel,135,6350,275.73,44,17,0.386,2499,28-01-2024,Birmingham,Desktop,advance excel online course,UK
CAD1243,Advance Excel,353,1688,469,7,6,0.857,2970,28-11-2024,Adelaide,Tablet,advance excel online course,Australia
CAD1244,Advance Excel,205,9237,153.9,12,7,0.583,2261,19-09-2024,Chicago,Desktop,advance excel online course,USA
CAD1245,Advance Excel,156,4640,143.42,46,4,0.087,808,18-03-2024,Leeds,Tablet,advance excel online course,UK
CAD1246,Advance Excel,91,9064,308.03,24,10,0.417,4880,01-09-2024,Vancouver,Mobile,advance excel online course,Canada
CAD1247,Advance Excel,275,4779,433.06,50,6,0.12,1116,10-05-2024,San Francisco,Desktop,advance excel online course,USA
